Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.4754,Wed Jul 04 21:15:06 +0000 2018,0.0,0.781,0.219,How to make those Fourth of July fireworks photos really sparkle https://t.co/6R5sdT2go1,13,@NYTimes
0.5707,Wed Jul 04 21:04:06 +0000 2018,0.0,0.817,0.183,RT @nytopinion: Happy Fourth of July! But do you know the actual date the Continental Congress voted to adopt the Declaration of Independen…,14,@NYTimes
-0.9081,Wed Jul 04 20:54:03 +0000 2018,0.432,0.568,0.0,"Read the tragic dispatch from a war correspondent whose son, a Union officer, was among those killed at Gettysburg https://t.co/pfx1VjJqUr",15,@NYTimes
0.0,Wed Jul 04 20:45:04 +0000 2018,0.0,1.0,0.0,"RT @kwameopam: It's the Fourth of July, and there's a new Captain America series out by Ta-Nehisi Coates.

We talked about some of the most…",16,@NYTimes
0.0,Wed Jul 04 20:30:41 +0000 2018,0.0,1.0,0.0,"In the 15 months that followed the election, the ACLU’s membership went from 400,000 to 1.84 million https://t.co/Stgg9qoTLo",17,@NYTimes
0.4404,Wed Jul 04 20:14:03 +0000 2018,0.0,0.83,0.17,Hong Kong’s top court ruled that committed same-sex couples living in the city had the same rights to spousal visas… https://t.co/2Fsdh0FKZ7,18,@NYTimes
-0.4767,Wed Jul 04 20:00:06 +0000 2018,0.163,0.837,0.0,"""If we lose those Chinese and Mexican markets, it will be hard to get them back,"" the secretary of the American Soy… https://t.co/wLQnTELfYd",19,@NYTimes
0.296,Wed Jul 04 19:45:04 +0000 2018,0.17,0.652,0.178,"Scientists have again sounded the alarm about Australia's Great Barrier Reef: ""Unless drastic action is taken, extr… https://t.co/c8utlVjiBV",20,@NYTimes
0.0,Wed Jul 04 19:30:04 +0000 2018,0.0,1.0,0.0,Detectives started the investigation after the hospital reported a high mortality rate at the unit that it could no… https://t.co/XWwn1MIBvE,21,@NYTimes
0.296,Wed Jul 04 19:27:47 +0000 2018,0.092,0.775,0.134,"RT @mawalsh40: “They told her if she cried, it would slow down her case.” An amazing story by @anniecorreal about what happens when childre…",22,@NYTimes
-0.1182,Wed Jul 04 19:15:07 +0000 2018,0.093,0.907,0.0,"RT @nytimesarts: The actor Lakeith Stanfield may not want to be the symbol for black weird, or for anything, but people close to him said h…",23,@NYTimes
0.0772,Wed Jul 04 19:00:05 +0000 2018,0.12,0.743,0.137,"The British authorities have begun a large-scale security investigation after two people collapsed near Salisbury,… https://t.co/VSmEatA7YG",24,@NYTimes
0.0,Wed Jul 04 18:43:07 +0000 2018,0.0,1.0,0.0,RT @nytimesbusiness: Employee activism has taken hold at many large tech companies. But will an employee uprising happen at Twitter? https:…,25,@NYTimes
0.4019,Wed Jul 04 18:32:05 +0000 2018,0.0,0.828,0.172,"The Philippines deported an American missionary found to have engaged in ""political activities"" https://t.co/siQTLj4Uju",26,@NYTimes
0.0,Wed Jul 04 18:14:02 +0000 2018,0.0,1.0,0.0,"RT @nytimesbusiness: Facebook repeatedly claimed that Cambridge Analytica said it was collecting data only for academic purposes, but the f…",27,@NYTimes
-0.6705,Wed Jul 04 18:01:05 +0000 2018,0.2,0.8,0.0,Images of an American woman with a giraffe she killed in South Africa generated a furor reminiscent of the killing… https://t.co/NnZ2VhFzL1,28,@NYTimes
0.0,Wed Jul 04 17:44:03 +0000 2018,0.0,1.0,0.0,"""It was a night I just knew we were going to get over the line,"" England Manager Gareth Southgate said https://t.co/XIL7upqxcN",29,@NYTimes
0.0,Wed Jul 04 17:31:08 +0000 2018,0.0,1.0,0.0,What are the actual rules of capitalization? https://t.co/X6qs6eNL6S,30,@NYTimes
0.0,Wed Jul 04 17:15:11 +0000 2018,0.0,1.0,0.0,"""All plant-based foods are 'superfoods' in the sense that they offer fiber, vitamins, minerals and phytonutrients"" https://t.co/HbFzlZHA81",31,@NYTimes
0.6705,Wed Jul 04 17:00:06 +0000 2018,0.0,0.744,0.256,"RT @nytimesworld: The Philippines deported an American missionary found to have engaged in “political activities,” though United Methodist…",32,@NYTimes
-0.296,Wed Jul 04 16:45:07 +0000 2018,0.099,0.901,0.0,"Shirley Manson: ""I had never heard the phrase 'self-harm' back then, in the mid-80s in Scotland. There were no supp… https://t.co/zOxV6NUoe3",33,@NYTimes
-0.7184,Wed Jul 04 16:31:03 +0000 2018,0.3,0.7,0.0,"President Trump’s inauguration fund collected $500,000 from two private prison companies that house detained migran… https://t.co/RPpLwNPSSx",34,@NYTimes
-0.6705,Wed Jul 04 16:14:05 +0000 2018,0.2,0.8,0.0,Relatives of people killed by unauthorized immigrants have formed a bond with President Trump. He has helped them b… https://t.co/0lWPtO4ZpW,35,@NYTimes
0.0,Wed Jul 04 16:05:03 +0000 2018,0.0,1.0,0.0,A longstanding and macabre American tradition: fireworks mayhem on the 4th of July (from 2016) https://t.co/uvOuhJ9FfR,36,@NYTimes
0.34,Wed Jul 04 15:45:05 +0000 2018,0.0,0.888,0.112,The captain of Nigeria's World Cup soccer team played his team’s final match hours after finding out kidnappers wer… https://t.co/nZsdUMSvcl,37,@NYTimes
-0.296,Wed Jul 04 15:29:00 +0000 2018,0.126,0.808,0.066,She criticized the school district in her valedictorian speech. Then her class ranking dropped to number 3. https://t.co/uGSLxgE9rY,38,@NYTimes
0.7184,Wed Jul 04 15:15:08 +0000 2018,0.0,0.76,0.24,"RT @LiYuan6: China will succeed in building a powerful technology industry that will rival the U.S., even if President Trump starts a trade…",39,@NYTimes
0.4404,Wed Jul 04 15:00:05 +0000 2018,0.0,0.861,0.139,"Alan Dershowitz says some people on Martha's Vineyard are shunning him for his views supporting President Trump. ""H… https://t.co/cTUoFiVcpW",40,@NYTimes
0.4576,Wed Jul 04 14:45:06 +0000 2018,0.0,0.85,0.15,"“Both of them are incredibly smart, incredibly capable,"" a law professor said about the two leading contenders for… https://t.co/obv6xI1QsJ",41,@NYTimes
-0.5574,Wed Jul 04 14:31:01 +0000 2018,0.293,0.533,0.173,The market created by the Affordable Care Act shows no signs of imminent collapse in spite of the continuing threat… https://t.co/Z4f5G8rCW8,42,@NYTimes
0.4404,Wed Jul 04 14:15:06 +0000 2018,0.0,0.838,0.162,Do students at poorly performing schools have a constitutional right to a better education? A Federal District Cour… https://t.co/M7phS3vYkT,43,@NYTimes
-0.8625,Wed Jul 04 14:00:02 +0000 2018,0.35,0.65,0.0,RT @nytimesworld: The worst monsoon rains in decades killed six people in the Pakistani city of Lahore https://t.co/UGznqCM8gg,44,@NYTimes
0.0,Wed Jul 04 13:44:05 +0000 2018,0.0,1.0,0.0,Here's how to watch World Cup matches after they've aired https://t.co/OLu5mFJbxz,45,@NYTimes
0.0,Wed Jul 04 13:32:02 +0000 2018,0.0,1.0,0.0,"European carmakers have turned Alabama, South Carolina and Tennessee into auto manufacturing powerhouses in recent… https://t.co/6PtWfkDJm7",46,@NYTimes
-0.4215,Wed Jul 04 13:15:06 +0000 2018,0.149,0.851,0.0,"The string of insults, misstatements, exaggerations and outright falsehoods emanating from the White House on Tuesd… https://t.co/zxtH8hcEKm",47,@NYTimes
-0.3818,Wed Jul 04 13:00:09 +0000 2018,0.12,0.88,0.0,The world is watching as emergency workers in Thailand prepare to evacuate 12 boys and a soccer coach from a floode… https://t.co/kEIMli1L86,48,@NYTimes
0.4754,Wed Jul 04 12:44:01 +0000 2018,0.0,0.781,0.219,How to make those Fourth of July fireworks photos really sparkle https://t.co/QNcOrvjog5,49,@NYTimes
0.0772,Wed Jul 04 12:28:06 +0000 2018,0.0,0.949,0.051,"""What do the 13 of you want to say to your fans?"" the doctor in the video asked. ""Everybody in this world has been… https://t.co/6f5MkWwXT9",50,@NYTimes
0.5574,Wed Jul 04 12:15:08 +0000 2018,0.0,0.816,0.184,"Poland carried out a sweeping purge of its Supreme Court, eroding the judiciary’s independence and escalating a con… https://t.co/QWF7peDObG",51,@NYTimes
0.0,Wed Jul 04 12:02:03 +0000 2018,0.0,1.0,0.0,“People think they are getting the same kind of genetic testing as they would get from a certified clinical laborat… https://t.co/5ylLupjnmO,52,@NYTimes
0.504,Wed Jul 04 11:47:02 +0000 2018,0.0,0.821,0.179,RT @nytfood: Which is better? Maine style with mayonnaise or Connecticut style with butter? https://t.co/Z3epukfrov https://t.co/P37b3CsImF,53,@NYTimes
0.0,Wed Jul 04 11:32:05 +0000 2018,0.0,1.0,0.0,What to do on the 4th of July in NYC https://t.co/dnB6NCqwHG https://t.co/xvCUJqL17g,54,@NYTimes
0.7783,Wed Jul 04 11:17:01 +0000 2018,0.0,0.799,0.201,"RT @NYTFashion: Jackie Kennedy scheduled her visit to Texas day by day, outfit by outfit. But even the best laid plans can change. https://…",55,@NYTimes
0.0,Wed Jul 04 11:02:01 +0000 2018,0.0,1.0,0.0,"In the 15 months that followed the election, the ACLU’s membership went from 400,000 to 1.84 million https://t.co/38Wnwz9lUU",56,@NYTimes
0.0,Wed Jul 04 10:32:04 +0000 2018,0.0,1.0,0.0,"RT @readercenter: Our Politics editor, Patrick Healy, answered readers’ questions on The Times’s political coverage and plans for the midte…",57,@NYTimes
0.765,Wed Jul 04 10:02:57 +0000 2018,0.0,0.602,0.398,Rescue Briefing: Thailand Cave Rescue Updates: New Videos of Soccer Team https://t.co/Y7TPVuKiAw,58,@NYTimes
-0.1027,Wed Jul 04 09:51:02 +0000 2018,0.113,0.887,0.0,Album Review: Jupiter &amp; Okwess Turn Congo Turbulence Into Ferocious Grooves https://t.co/MO1kvDnUBQ,59,@NYTimes
0.0,Wed Jul 04 09:48:41 +0000 2018,0.0,1.0,0.0,A Record $2.5 Trillion in Mergers Were Announced in the First Half of 2018 https://t.co/Bb19LCca34,60,@NYTimes
0.34,Wed Jul 04 09:46:22 +0000 2018,0.0,0.854,0.146,Nigeria Captain Played Key World Cup Match Hours After Learning His Father Was Kidnapped https://t.co/FVXz9DlBJx,61,@NYTimes
0.5574,Wed Jul 04 09:32:03 +0000 2018,0.0,0.854,0.146,"RT @nytopinion: If President Trump nominates Amy Coney Barrett to the Supreme Court, is he merely choosing a justice—or trying to ignite an…",62,@NYTimes
0.3612,Wed Jul 04 09:24:19 +0000 2018,0.0,0.783,0.217,Trilobites: Owls See the World Much Like We Do https://t.co/vOcG3wR64Y,63,@NYTimes
0.0,Wed Jul 04 09:04:53 +0000 2018,0.0,1.0,0.0,How to Keep Up with the World Cup if You Can’t Watch Live https://t.co/FFNcCngYKF,64,@NYTimes
0.0,Wed Jul 04 09:02:16 +0000 2018,0.0,1.0,0.0,"HNA’s Co-Chairman, Wang Jian, Dies in Fall, Company Says https://t.co/78mMWFJC4p",65,@NYTimes
0.2263,Wed Jul 04 08:57:13 +0000 2018,0.0,0.881,0.119,Don’t be surprised if a TSA agent asks you to remove food from your carry-on https://t.co/e3v3y2enVL,66,@NYTimes
0.8176,Wed Jul 04 08:38:08 +0000 2018,0.104,0.328,0.568,"Challenging Poland’s Leaders, Top Supreme Court Justice Takes a Defiant Stand https://t.co/yxTLj16mIF",67,@NYTimes
0.4404,Wed Jul 04 08:32:01 +0000 2018,0.0,0.861,0.139,RT @NYTNational: A 5-year-old Russian boy seeking a better life was separated from his parents while U.S. immigration officials decided the…,68,@NYTimes
0.4404,Wed Jul 04 08:07:06 +0000 2018,0.0,0.873,0.127,"""If people did travel more the world would be a better place."" Two Times travel writers embarked on a road trip acr… https://t.co/uOtUIi5Tnq",69,@NYTimes
0.2144,Wed Jul 04 07:49:41 +0000 2018,0.0,0.89,0.11,The engaged couple wanted their matchmaker at the wedding. But they met online so ... https://t.co/7xifm7vbdw,70,@NYTimes
0.4019,Wed Jul 04 07:33:01 +0000 2018,0.075,0.784,0.141,"RT @nytimesworld: Protesters rallied in three dozen cities in Poland as the government carried out a sweeping purge of the Supreme Court, e…",71,@NYTimes
-0.6124,Wed Jul 04 07:07:08 +0000 2018,0.217,0.783,0.0,Of course it went to penalties. And of course everyone expected England to lose. Because England always loses when… https://t.co/OZBshb19jA,72,@NYTimes
-0.4019,Wed Jul 04 06:49:39 +0000 2018,0.153,0.847,0.0,"The World Health Organization has made ""internet gaming"" a diagnosable disorder, yet many psychologists are skeptic… https://t.co/0tx9mQo1FR",73,@NYTimes
0.0,Wed Jul 04 06:32:02 +0000 2018,0.0,1.0,0.0,"Why the world’s tech powers have moved into the once sleepy outskirts of Cambridge, England — snapping up engineers… https://t.co/rfEdEDPYlN",74,@NYTimes
-0.7269,Wed Jul 04 06:07:03 +0000 2018,0.336,0.664,0.0,No grill? No problem. Make these classic cookout dishes indoors then dine near an open window. https://t.co/QeBUCqmUN1,75,@NYTimes
0.34,Wed Jul 04 05:50:16 +0000 2018,0.0,0.897,0.103,John Obi Mikel of Nigeria played in his team’s final World Cup match hours after learning his father had been kidna… https://t.co/M9BIBO91Xa,76,@NYTimes
-0.3612,Wed Jul 04 05:32:05 +0000 2018,0.106,0.894,0.0,"RT @nytimesworld: New Zealanders are now the largest group in Australia's immigration detention centers, though many of them have been in A…",77,@NYTimes
-0.3612,Wed Jul 04 05:13:31 +0000 2018,0.102,0.898,0.0,"RT @nytopinion: ""I threw my son away"" a Honduran father laments after he sought asylum and was deported instead while his 12-year-old boy w…",78,@NYTimes
-0.5719,Wed Jul 04 04:56:17 +0000 2018,0.281,0.719,0.0,"Once you’ve fallen for a New Mexico green chile cheeseburger, there’s no going back https://t.co/aOYLCSPZGf",79,@NYTimes
0.0,Wed Jul 04 04:38:21 +0000 2018,0.0,1.0,0.0,Little to no-cook dishes for the sweaty and sweltering https://t.co/4WZzIlgrJq,80,@NYTimes
0.0,Wed Jul 04 04:22:04 +0000 2018,0.0,1.0,0.0,RT @NYTHealth: The decision to head to the fertility clinic for women in a study had more to do with an absence of suitable men and little…,81,@NYTimes
0.3612,Wed Jul 04 04:02:04 +0000 2018,0.0,0.762,0.238,"Owls see the world much like we do
https://t.co/VwjYRO7R2P",82,@NYTimes
0.0,Wed Jul 04 03:47:02 +0000 2018,0.0,1.0,0.0,"Here's a guide to New York's Fourth of July fireworks show, billed as the largest in Macy's 42-year run https://t.co/j6W5L9JUVE",83,@NYTimes
-0.8442,Wed Jul 04 03:32:01 +0000 2018,0.378,0.622,0.0,2 men associated with an Oakland warehouse fire that killed 36 people pleaded no contest to involuntary manslaughte… https://t.co/jFWSHPB1Tu,84,@NYTimes
0.0,Wed Jul 04 03:17:03 +0000 2018,0.0,1.0,0.0,"RT @NYTNational: Dershowitz is not the first high-profile figure on the island whose views have been met with disapproval: In 1972, an arti…",85,@NYTimes
-0.2263,Wed Jul 04 03:02:06 +0000 2018,0.102,0.837,0.06,"After locating 12 missing boys and their soccer coach in Thailand, officials now face the daunting challenge of pul… https://t.co/jiFwaS29sm",86,@NYTimes
0.2263,Wed Jul 04 02:32:03 +0000 2018,0.0,0.921,0.079,"It is not often that New Yorkers are graced with the sight of a snowy owl, especially in the middle of a July heat… https://t.co/AMKA6eyYc9",87,@NYTimes
0.5574,Wed Jul 04 02:17:03 +0000 2018,0.0,0.874,0.126,RT @adamliptak: My editors tell me that my look at two of the leading contenders for the Supreme Court vacancy clocked in at 1776 words.  B…,88,@NYTimes
0.34,Wed Jul 04 02:02:07 +0000 2018,0.111,0.657,0.232,"Alan Dershowitz's Martha's Vineyard complaint wasn't likely to draw public sympathy, and, well, it didn't https://t.co/OGI5BWAHby",89,@NYTimes
0.0,Wed Jul 04 01:47:09 +0000 2018,0.0,1.0,0.0,Vans and the Warped Tour built each other. Now Vans is a $3 billion dollar brand and the Warped Tour is on its last… https://t.co/pbaUhbsNpF,90,@NYTimes
0.0,Wed Jul 04 01:32:02 +0000 2018,0.0,1.0,0.0,What to do on the 4th of July in NYC https://t.co/Pw4IkTPcpf https://t.co/dM2aFd3pvW,91,@NYTimes
-0.4767,Wed Jul 04 01:17:06 +0000 2018,0.14,0.86,0.0,RT @nytpolitics: The White House used its official Twitter account to attack two Democratic senators who oppose President Trump’s immigrati…,92,@NYTimes
0.0,Wed Jul 04 01:02:02 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/lOz16XxssU,93,@NYTimes
0.3182,Wed Jul 04 00:47:05 +0000 2018,0.0,0.892,0.108,"The Beatles' ""Yellow Submarine"" is turning 50. This graphic novel has been in the works since it turned 30. https://t.co/amUQIQIpes",94,@NYTimes
-0.25,Wed Jul 04 00:32:02 +0000 2018,0.095,0.905,0.0,A soccer player scored a goal. A baseball player struck out. Who owns those facts? As sports betting takes off in t… https://t.co/Z6IMa9hw4x,95,@NYTimes
0.4939,Wed Jul 04 00:17:04 +0000 2018,0.0,0.714,0.286,RT @paulkrugman: Some thoughts inspired by Alexandria Ocasio-Cortez https://t.co/wCkEMW197f,96,@NYTimes
0.4215,Wed Jul 04 00:02:06 +0000 2018,0.0,0.859,0.141,The federal prosecutor who supervised the investigation of Michael Cohen is leaving the United States attorney’s of… https://t.co/Y9C47Ta83b,97,@NYTimes
0.0,Tue Jul 03 23:47:04 +0000 2018,0.0,1.0,0.0,"Hours before a crucial match with Argentina, the captain of Nigeria’s World Cup team learned his father had been ki… https://t.co/bAB8FThzPl",98,@NYTimes
0.4588,Tue Jul 03 23:32:04 +0000 2018,0.108,0.637,0.255,"Cambridge, England has become a hotbed for artificial intelligence research. To no one's surprise, Silicon Valley's… https://t.co/fCi0lQkLru",99,@NYTimes
